dm1,dm2
-0.08904706014957355,-0.036624481824533935
-0.08905204101612686,-0.03661151360426194
-0.0891629311441388,-0.036028003784752925
-0.08904101452898727,-0.03662496306163788
-0.0894602105757077,-0.03596809614287952
-0.08918233632812811,-0.03224073588229736
-0.08911463163169937,-0.02585923363208975
-0.08931803928597018,-0.03592076974671117
-0.08889809813095428,-0.0358395307921107
-0.0892939962640321,-0.035755603570711766
-0.0894517479223988,-0.03596451929131261
-0.08892029642934199,-0.03616884245311431
-0.08882619321251965,-0.03550828371311342
-0.08896627364272028,-0.036267146468690566
-0.08291415480006921,-0.03650187893911804
-0.089323305594957,-0.03597521594009354
-0.08936297118826697,-0.036036081963838194
-0.089292514716331,-0.03583908723428973
-0.08897269960997789,-0.03628246876063666
-0.08882181331968206,-0.035735841611116086
-0.08933055814494258,-0.035985005423190074
-0.08895472513021609,-0.03627531693764237
-0.08904890967581215,-0.03659103022107714
-0.08898928559476574,-0.03662158215274532
-0.08937066480694675,-0.03602268257971921
-0.0893281776196287,-0.03597453191027093
-0.08828317120193474,-0.03599565997760499
-0.08905017620340161,-0.0366176412677565
-0.08904451214331033,-0.036622861637793165
-0.08900497966839568,-0.03639112144803137
-0.08903238456312901,-0.03648839082164164
-0.08823761017372159,-0.03600350378084205
-0.08930707626658578,-0.036082804129370344
-0.08934840299887721,-0.03600022222954448
-0.08935771715373876,-0.03592260355386041
-0.08895373244685507,-0.03625436887228629
-0.07138426810039705,-0.037373042089635246
-0.08917115417556734,-0.03624996140543853
-0.08903030220422811,-0.036485215077847646
